Binocrit 9.000 I.E./0,9 ml Injektionsloesung in einer Fertigspritze;Arzneispezialitaet;Binocrit 9.000 I.E./0,9 ml Injektionsloesung in einer Fertigspritze;EU/1/07/410/019-020,043-044;Sandoz GmbH, Biochemiestrasse 10, 6250 Kundl, Oesterreich;39637;Epoetin Alfa;B03XA01;0;0;0;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Biologika;Human;;;;;;;;;;;1
Bioaron C Sirup;Arzneispezialitaet;Bioaron C Sirup;737313;Dr. A & L. Schmidgall GmbH & Co KG, Wolfganggasse 45-47, 1121 Wien, Oesterreich;42709;Ascorbinsaeure, Aloes Arborescentis Folium (Auszug);R05X;0;0;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;traditionelle pflanzliche Registrierungen;Human;;;;;;;;;;;0
Biocef 100 mg - Filmtabletten;Arzneispezialitaet;Biocef 100 mg - Filmtabletten;1-26597;Sandoz GmbH, Biochemiestrasse 10, 6250 Kundl, Oesterreich;38923;Cefpodoxim Proxetil;J01DD13;0;0;;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Biocef 200 mg - Filmtabletten;Arzneispezialitaet;Biocef 200 mg - Filmtabletten;1-26598;Sandoz GmbH, Biochemiestrasse 10, 6250 Kundl, Oesterreich;38923;Cefpodoxim Proxetil;J01DD13;0;0;;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr. 10 Natrium sulfuricum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr. 10 Natrium sulfuricum D6 - Tabletten Adler Pharma;HOM-2753;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37880;Natriumsulfat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.1 Calcium fluoratum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.1 Calcium fluoratum D12 - Tabletten Adler Pharma;HOM-2758;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Calciumfluorid;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.11 Silicea D12 - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.11 Silicea D12 - Tabletten;635176;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;41558;Acidum Silicicum (Hab);;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.12 Calcium sulfuricum D6 - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.12 Calcium sulfuricum D6 - Tabletten;635244;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;41596;Calcium Sulfuricum (Hab);;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.13 Kalium arsenicosum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.13 Kalium arsenicosum D12 - Tabletten Adler Pharma;HOM-4722;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;38530;Kaliumarsenit;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.15 Kalium iodatum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.15 Kalium iodatum D12 - Tabletten Adler Pharma;HOM-2768;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Kaliumiodid;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.17 Manganum sulfuricum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.17 Manganum sulfuricum D12 - Tabletten Adler Pharma;HOM-2769;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Mangansulfat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.19 Cuprum arsenicosum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.19 Cuprum arsenicosum D12 - Tabletten Adler Pharma;HOM-2770;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Cuprum Arsenicosum (Hab);;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.2 Calcium phosphoricum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.2 Calcium phosphoricum D6 - Tabletten Adler Pharma;HOM-2759;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Calciumhydrogenphosphat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.21 Zincum chloratum D 12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.21 Zincum chloratum D 12 - Tabletten Adler Pharma;HOM-4718;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;38527;Zinkchlorid;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.23 Natrium bicarbonicum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.23 Natrium bicarbonicum D12 - Tabletten Adler Pharma;HOM-4717;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;38527;Natriumhydrogencarbonat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.25 Aurum chloratum natronatum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.25 Aurum chloratum natronatum D12 - Tabletten Adler Pharma;HOM-4724;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;38568;Natrium Tetrachloroauratum (Hab);;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.27 Kalium bichromicum D12 Tabletten Adler-Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.27 Kalium bichromicum D12 Tabletten Adler-Pharma;HOM-4709;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;38253;Kaliumdichromat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.3 Ferrum phosphoricum D12 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.3 Ferrum phosphoricum D12 - Tabletten Adler Pharma;HOM-2754;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Eisen(Iii)-Phosphat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.4 Kalium chloratum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.4 Kalium chloratum D6 - Tabletten Adler Pharma;HOM-2760;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Kaliumchlorid;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.5 Kalium phosphoricum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.5 Kalium phosphoricum D6 - Tabletten Adler Pharma;HOM-2761;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Kaliumdihydrogenphosphat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.6 Kalium sulfuricum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.6 Kalium sulfuricum D6 - Tabletten Adler Pharma;HOM-2762;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Kaliumsulfat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.7 Magnesium phosphoricum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.7 Magnesium phosphoricum D6 - Tabletten Adler Pharma;HOM-2763;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Magnesiumhydrogenphosphat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler - Nr.8 Natrium chloratum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.8 Natrium chloratum D6 - Tabletten Adler Pharma;HOM-2764;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Natriumchlorid;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler - Nr.9 Natrium phosphoricum D6 - Tabletten Adler Pharma;Arzneispezialitaet;Biochemie nach Dr. Schuessler - Nr.9 Natrium phosphoricum D6 - Tabletten Adler Pharma;HOM-2765;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;37881;Natriummonohydrogenphosphat;;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 1 Calcium fluoratum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 1 Calcium fluoratum D12 Adler Pharma Kautabletten                                                                                                                  ;636940;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42520;Calcium Fluoratum (Hab);;0;0;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 10 Natrium sulfuricum D6  Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 10 Natrium sulfuricum D6  Adler Pharma Kautabletten;636999;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42558;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 11 Silicea - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 11 Silicea - D6, D12 - DHU - Tabletten;HOM-4758;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38677;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 12 Calcium sulfuricum D6 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 12 Calcium sulfuricum D6 Adler Pharma Kautabletten;637001;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42558;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 13 Kalium arsenicosum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 13 Kalium arsenicosum D12 Adler Pharma Kautabletten ;637041;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42563;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 15 Kalium jodatum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 15 Kalium jodatum D12 Adler Pharma Kautabletten ;637043;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42563;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 16 Lithium chloratum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 16 Lithium chloratum D12 Adler Pharma Kautabletten ;637044;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42563;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 17 Manganum sulfuricum D12 Adler Pharma  Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 17 Manganum sulfuricum D12 Adler Pharma  Kautabletten ;637048;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 18 Calcium sulfuratum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 18 Calcium sulfuratum D12 Adler Pharma Kautabletten ;637049;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 19 Cuprum arsenicosum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 19 Cuprum arsenicosum D12 Adler Pharma Kautabletten ;637050;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 2 Calcium phosphoricum D6 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 2 Calcium phosphoricum D6 Adler Pharma Kautabletten ;636989;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42558;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 20 Kalium aluminium sulfuricum - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 20 Kalium aluminium sulfuricum - D6, D12 - DHU - Tabletten;HOM-4782;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38678;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 21 Zinkum chloratum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 21 Zinkum chloratum D12 Adler Pharma Kautabletten;637052;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 22 Calcium carbonicum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 22 Calcium carbonicum D12 Adler Pharma Kautabletten ;637039;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 23 Natrium bicarbonicum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 23 Natrium bicarbonicum D12 Adler Pharma Kautabletten ;637040;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 24 Arsenum jodatum D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 24 Arsenum jodatum D12 Adler Pharma Kautabletten ;637053;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 26 Selenium D12 Adler Pharma Kautabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 26 Selenium D12 Adler Pharma Kautabletten ;637055;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;42570;;;;;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 3 Ferrum phosphoricum - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 3 Ferrum phosphoricum - D6, D12 - DHU - Tabletten;HOM-4762;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38677;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 4 Kalium chloratum - D6, D12 - DHU -  Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 4 Kalium chloratum - D6, D12 - DHU -  Tabletten;HOM-4769;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38678;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 5 Kalium phosphoricum - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 5 Kalium phosphoricum - D6, D12 - DHU - Tabletten;HOM-4760;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38677;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 6 Kalium sulfuricum - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 6 Kalium sulfuricum - D6, D12 - DHU - Tabletten;HOM-4761;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38677;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 7 Magnesium phosphoricum - D6, D12 - DHU -  Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 7 Magnesium phosphoricum - D6, D12 - DHU -  Tabletten;HOM-4768;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38678;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Nr. 8 Natrium chloratum - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 8 Natrium chloratum - D6, D12 - DHU - Tabletten;HOM-4767;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38678;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Nr. 9 Natrium phosphoricum - D6, D12 - DHU - Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Nr. 9 Natrium phosphoricum - D6, D12 - DHU - Tabletten;HOM-4766;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38678;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Zell Allergie Komplex Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Zell Allergie Komplex Tabletten;337992;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;43039;Calcium Phosphoricum (Hab), Ferrum Phosphoricum (Hab), Natrium Sulfuricum (Hab), Arsenum Iodatum (Hab), Kalium Chloratum (Hab), Zincum Chloratum (Komm D), Natrium Chloratum (Hab);V03AX;0;0;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Zell Euclim Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Zell Euclim Tabletten;335820;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;41915;Kalium Arsenicosum (Komm D), Kalium Bromatum (Hab), Cuprum Arsenicosum (Hab), Calcium Phosphoricum (Hab), Magnesium Phosphoricum (Hab), Natrium Tetrachloroauratum (Hab);V03AX;0;0;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Biochemie nach Dr. Schuessler Zell Juvebene Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Zell Juvebene Tabletten;335818;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;41915;Zincum Chloratum (Komm D), Calcium Phosphoricum (Hab), Kalium Chloratum (Hab), Kalium Phosphoricum (Hab), Calcium Carbonicum (Komm D), Kalium Arsenicosum (Komm D);V03AX;0;0;;;;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Biochemie nach Dr. Schuessler Zell Vita Tabletten;Arzneispezialitaet;Biochemie nach Dr. Schuessler Zell Vita Tabletten;3-00546;Adler Pharma Produktion und Vertrieb GmbH, Brucker Bundesstrasse 25a, 5700 Zell am See, Oesterreich;41345;Magnesiumhydrogenphosphat, Kaliumdihydrogenphosphat, Mangansulfat, Natriumchlorid, Kaliumchlorid, Eisen(Iii)-Phosphat;V03AX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
